Year	WYMon	Basin	ppt_mm	pet_mm	tmx_C	tmn_C	tav_C	snw_mm	mlt_mm	sbl_mm	pck_mm	exc_mm	aet_mm	rch_mm	cwd_mm	run_mm	str_mm	rch_acft	run_acft	Basin_area_m^2
1983	10	7	0	142.2	20.83	5.32	13.07	0	0	0	0	0	112	0	30.2	0	38.88	0	0	72900
1983	11	7	59.35	135.1	21.2	7.45	14.32	0	0	0	0	0	59.35	0	75.75	0	38.88	0	0	72900
1983	12	7	38.3	113	20.42	5.81	13.12	0	0	0	0	0	38.3	0	74.7	0	38.88	0	0	72900
1984	1	7	21.87	56.67	13.54	0.59	7.06	4.91	0	4.91	0	0	16.96	0	39.72	0	38.88	0	0	72900
1984	2	7	364.92	8.54	5.78	-4.07	0.85	280.45	35.33	5.08	240.03	356.38	0	7.8	0	0	150.88	0.5	0	72900
1984	3	7	361	0.24	3.58	-5.82	-1.12	357.93	0	4	593.96	360.76	0	3.07	0	0	150.88	0.2	0	72900
1984	4	7	17.01	6.71	5.83	-6.05	-0.11	13.67	0	4.84	602.79	10.3	0	3.34	0	0	150.88	0.2	0	72900
1984	5	7	151.94	7.66	5.97	-7.34	-0.69	123.74	0	4.97	721.56	144.28	0	28.2	0	0	150.88	1.7	0	72900
1984	6	7	98.93	32.51	8.48	-3.27	2.61	57	115.08	8.22	655.26	66.42	0	46.5	0	110.51	150.88	2.7	6.5	72900
1984	7	7	66.95	33.11	8.23	-3.9	2.17	40.84	159.13	8.3	528.68	33.84	0	45	0	140.23	150.88	2.7	8.3	72900
1984	8	7	0.43	147.9	17.76	3.22	10.49	0.01	505.36	23.33	0	0	147.9	46.5	0	311.39	150.88	2.7	18.4	72900
1984	9	7	15.39	150.1	18.99	4.46	11.72	0	0	0	0	0	127.39	0	22.71	0	38.88	0	0	72900
1984	10	7	38.79	166.8	23.91	9.83	16.87	0	0	0	0	0	38.79	0	128.01	0	38.88	0	0	72900
1984	11	7	9.98	145.6	23.25	9.06	16.16	0	0	0	0	0	9.98	0	135.62	0	38.88	0	0	72900
1984	12	7	8.54	116.3	20.92	6.64	13.78	0	0	0	0	0	8.54	0	107.76	0	38.88	0	0	72900
1985	1	7	52.08	32.45	10.18	-2.13	4.03	23.82	15.6	8.21	0	19.63	32.45	0	0	0	50.29	0	0	72900
1985	2	7	268.7	5.39	5.38	-6.17	-0.4	224.96	0	4.67	220.29	263.31	0	0	0	0	94.03	0	0	72900
1985	3	7	119.66	0	1.75	-10.8	-4.53	119.66	0	3.97	335.98	119.66	0	0	0	0	94.03	0	0	72900
1985	4	7	92.4	0	3.21	-9.08	-2.94	92.4	0	3.97	424.41	92.4	0	0	0	0	94.03	0	0	72900
1985	5	7	145.27	6.25	5.72	-8.23	-1.26	122.15	0	4.79	541.78	139.02	0	0	0	0	117.15	0	0	72900
1985	6	7	255.65	5.32	4.65	-7.38	-1.36	231.21	0	4.66	768.33	250.33	0	0	0	0	141.59	0	0	72900
1985	7	7	5.12	68.08	13.06	-1.88	5.59	1.84	410.87	12.88	346.43	0	68.08	45	0	291.77	150.88	2.7	17.2	72900
1985	8	7	3.47	105.51	14.47	0.86	7.67	0.67	329.33	17.78	0	0	105.51	46.5	0	180.11	150.88	2.7	10.6	72900
1985	9	7	9.45	166.8	21.76	6.49	14.12	0	0	0	0	0	121.45	0	45.35	0	38.88	0	0	72900
1985	10	7	18.4	168.9	24.78	9.62	17.2	0	0	0	0	0	18.4	0	150.5	0	38.88	0	0	72900
1985	11	7	1.07	137.7	22.92	6.63	14.78	0	0	0	0	0	1.07	0	136.63	0	38.88	0	0	72900
1985	12	7	54.01	83.73	14.8	2.6	8.7	3.98	0	3.98	0	0	50.03	0	33.71	0	38.88	0	0	72900
1986	1	7	61.45	50.08	13.43	-0.55	6.44	17.8	7.28	10.52	0	11.37	50.08	0	0	0	39.73	0	0	72900
1986	2	7	257.54	5.81	5.41	-5.71	-0.15	213.3	0	4.73	208.58	251.73	0	0	0	0	83.97	0	0	72900
1986	3	7	123.87	1.6	4.16	-7.23	-1.54	116.69	0	4.18	321.1	122.27	0	0	0	0	91.15	0	0	72900
1986	4	7	226.66	15.18	7.76	-3.49	2.13	140.83	0	5.95	455.98	211.48	0	26.1	0	0	150.88	1.5	0	72900
1986	5	7	777.01	7.59	5.39	-5.46	-0.04	641.66	0	4.96	1092.68	769.42	0	42	0	93.35	150.88	2.5	5.5	72900
1986	6	7	278.68	34.83	9.6	-4.01	2.79	153.78	123.47	8.53	1114.46	243.85	0	46.5	0	201.87	150.88	2.7	11.9	72900
1986	7	7	66.03	50.08	9.57	-1.98	3.79	31.33	278.93	10.52	856.33	15.95	50.08	45	0	218.55	150.88	2.7	12.9	72900
1986	8	7	13.86	105.39	14.8	0.7	7.75	2.75	834.87	17.76	6.45	0	105.39	46.5	0	694.09	150.88	2.7	41	72900
1986	9	7	0	160.4	21.13	5.25	13.19	0	0	6.45	0	0	112	0	48.4	0	38.88	0	0	72900
1986	10	7	14.08	150.4	21.73	6.89	14.31	0	0	0	0	0	14.08	0	136.32	0	38.88	0	0	72900
1986	11	7	3.02	147.4	24.44	8.5	16.47	0	0	0	0	0	3.02	0	144.38	0	38.88	0	0	72900
1986	12	7	75.14	72.13	14.77	1.24	8	12.55	0	12.55	0	3.01	62.59	0	9.55	0	38.88	0	0	72900
1987	1	7	12.47	47.88	12.93	-0.68	6.12	3.83	0	3.83	0	0	8.64	0	39.24	0	38.88	0	0	72900
1987	2	7	21.48	19.99	9.47	-3.46	3.01	11.56	4.98	6.58	0	1.49	0	0	0	0	53.78	0	0	72900
1987	3	7	22.43	5.54	5.58	-6.03	-0.23	18.41	0	4.69	13.72	16.89	0	0	0	0	57.8	0	0	72900
1987	4	7	101.92	0	3.36	-9.35	-3	101.92	0	3.97	111.67	101.92	0	0	0	0	57.8	0	0	72900
1987	5	7	202.83	3.05	4.54	-8.16	-1.81	186.22	0	4.37	293.52	199.78	0	0	0	0	74.41	0	0	72900
1987	6	7	161.16	12.39	5.71	-5.6	0.06	129.67	0	5.59	417.6	148.77	0	0	0	0	105.9	0	0	72900
1987	7	7	45.44	81.41	14.19	-0.7	6.75	12.82	415.79	14.62	0	0	81.41	45	0	277.02	150.88	2.7	16.4	72900
1987	8	7	48.78	119	13.85	2.23	8.04	5.33	0	5.33	0	0	119	0	0	0	75.33	0	0	72900
1987	9	7	18.7	162	21.38	5.47	13.42	0	0	0	0	0	55.15	0	106.85	0	38.88	0	0	72900
1987	10	7	1.56	142.6	20.54	5.71	13.12	0	0	0	0	0	1.56	0	141.04	0	38.88	0	0	72900
1987	11	7	1.62	143	23.94	7.45	15.7	0	0	0	0	0	1.62	0	141.38	0	38.88	0	0	72900
1987	12	7	12.87	110.4	20.51	4.68	12.6	0	0	0	0	0	12.87	0	97.53	0	38.88	0	0	72900
1988	1	7	61.67	74.87	16.17	2.26	9.21	5.5	0	5.5	0	0	56.17	0	18.7	0	38.88	0	0	72900
1988	2	7	82.55	11.92	6.73	-3.78	1.48	57.18	51.65	5.53	0	70.63	0	0	0	0	115.9	0	0	72900
1988	3	7	202.44	0	1.94	-9.43	-3.75	202.44	0	3.97	198.47	202.44	0	0	0	0	115.9	0	0	72900
1988	4	7	207.85	0.58	3.74	-8.07	-2.17	203.63	0	4.04	398.05	207.27	0	0	0	0	120.12	0	0	72900
1988	5	7	29.62	17.52	9.07	-6.32	1.38	18.9	0	6.26	410.69	12.1	0	0	0	0	130.84	0	0	72900
1988	6	7	50.61	29.31	8.8	-4.6	2.1	30.59	92.77	7.8	340.71	21.3	0	46.5	0	46.24	150.88	2.7	2.7	72900
1988	7	7	97.65	55.09	10.44	-1.93	4.25	42.86	312.74	11.18	59.65	42.56	55.09	45	0	267.43	150.88	2.7	15.8	72900
1988	8	7	46.78	95.61	13.48	0.38	6.93	11.14	54.31	16.48	0	0	95.61	0	0	0	145.22	0	0	72900
1988	9	7	12.06	151.8	19.06	4.87	11.96	0	0	0	0	0	118.4	0	33.4	0	38.88	0	0	72900
1988	10	7	15.69	168.8	25.31	9.07	17.19	0	0	0	0	0	15.69	0	153.11	0	38.88	0	0	72900
1988	11	7	34.08	144.5	23.3	8.6	15.95	0	0	0	0	0	34.08	0	110.42	0	38.88	0	0	72900
1988	12	7	11.09	110.7	20.41	4.87	12.64	0	0	0	0	0	11.09	0	99.61	0	38.88	0	0	72900
1989	1	7	0	82.7	18.54	2.59	10.56	0	0	0	0	0	0	0	82.7	0	38.88	0	0	72900
1989	2	7	178.36	10.57	6.8	-4.84	0.98	127.79	41.9	5.35	80.55	167.79	0	0	0	0	131.34	0	0	72900
1989	3	7	217.43	0	3.17	-8.97	-2.9	217.43	0	3.97	294.01	217.43	0	0	0	0	131.34	0	0	72900
1989	4	7	37.37	0	2.88	-11.08	-4.1	37.37	0	3.97	327.41	37.37	0	0	0	0	131.34	0	0	72900
1989	5	7	107.62	1.11	3.98	-10.18	-3.1	103.97	0	4.11	427.27	106.51	0	0	0	0	134.99	0	0	72900
1989	6	7	161.48	28.26	8.09	-3.93	2.08	99.82	0	7.67	519.42	133.22	0	45.77	0	0	150.88	2.7	0	72900
1989	7	7	32.82	86.04	14.26	-0.16	7.05	8.33	512.52	15.23	0	0	86.04	45	0	405.98	150.88	2.7	24	72900
1989	8	7	60.01	105.14	13.86	1.1	7.48	11.29	0	11.29	0	0	105.14	0	0	0	94.46	0	0	72900
1989	9	7	8.25	155.3	19.75	5.17	12.46	0	0	0	0	0	63.83	0	91.47	0	38.88	0	0	72900
1989	10	7	0	163.1	24.84	7.73	16.29	0	0	0	0	0	0	0	163.1	0	38.88	0	0	72900
1989	11	7	1.84	133.3	22.15	5.86	14	0	0	0	0	0	1.84	0	131.46	0	38.88	0	0	72900
1989	12	7	76.28	104.1	19.02	3.65	11.33	0	0	0	0	0	76.28	0	27.82	0	38.88	0	0	72900
1990	1	7	42.68	49.01	13.28	-0.67	6.3	12.76	2.38	10.38	0	0	32.3	0	16.71	0	38.88	0	0	72900
1990	2	7	53.56	23.54	10.83	-3.34	3.75	25.85	18.81	7.05	0	30.02	23.54	0	0	0	61.86	0	0	72900
1990	3	7	0	16.32	7.14	-1.4	2.87	0	0	0	0	0	0	0	0	0	61.86	0	0	72900
1990	4	7	169.93	0.61	3.78	-8.92	-2.57	166.18	0	4.05	162.14	169.32	0	0	0	0	65.61	0	0	72900
1990	5	7	163.78	0	3.13	-10.45	-3.66	163.78	0	3.97	321.95	163.78	0	0	0	0	65.61	0	0	72900
1990	6	7	81.35	26.42	8.33	-4.87	1.73	51.58	0	7.43	366.11	54.93	0	0	0	0	95.38	0	0	72900
1990	7	7	40.49	73.45	12.04	-0.47	5.78	12.85	365.38	13.58	0	0	73.45	45	0	219.06	150.88	2.7	12.9	72900
1990	8	7	40.45	96.03	13.93	0.19	7.06	9.74	0	9.74	0	0	96.03	0	0	0	85.56	0	0	72900
1990	9	7	2.01	153	19.87	4.4	12.14	0	0	0	0	0	48.69	0	104.31	0	38.88	0	0	72900
1990	10	7	1.21	166.7	24.93	8.76	16.84	0	0	0	0	0	1.21	0	165.49	0	38.88	0	0	72900
1990	11	7	4.69	137.7	22.79	6.76	14.77	0	0	0	0	0	4.69	0	133.01	0	38.88	0	0	72900
1990	12	7	20.56	107	19.56	4.27	11.91	0	0	0	0	0	20.56	0	86.44	0	38.88	0	0	72900
1991	1	7	3.89	69.11	17.06	1.07	9.06	0.59	0	0.59	0	0	3.3	0	65.82	0	38.88	0	0	72900
1991	2	7	21.85	18.96	9.49	-3.97	2.76	12.13	5.68	6.45	0	2.89	0	0	0	0	54.28	0	0	72900
1991	3	7	55.45	0	2.35	-10.56	-4.11	55.45	0	3.97	51.48	55.45	0	0	0	0	54.28	0	0	72900
1991	4	7	42.84	6.38	6.13	-7.39	-0.63	34.51	0	4.8	81.18	36.46	0	0	0	0	62.61	0	0	72900
1991	5	7	31.03	25.65	10.18	-3.96	3.11	16.37	0	7.32	90.23	5.38	0	0	0	0	77.27	0	0	72900
1991	6	7	680.6	0	2.55	-6.18	-1.81	680.6	0	3.97	766.86	680.6	0	0	0	0	77.27	0	0	72900
1991	7	7	14.13	33.37	8.51	-4.22	2.15	8.57	157.66	8.34	609.44	0	0	45	0	44.61	150.88	2.7	2.6	72900
1991	8	7	38.56	71.16	11.64	-1.24	5.2	14.19	560.17	13.28	50.18	0	71.16	46.5	0	466.88	150.88	2.7	27.6	72900
1991	9	7	12.53	142.9	18	3.49	10.75	0.01	27.52	22.67	0	0	142.9	0	0	0	48.02	0	0	72900
1991	10	7	0.08	164.8	24.35	8.75	16.55	0	0	0	0	0	9.22	0	155.58	0	38.88	0	0	72900
1991	11	7	14.77	138.9	22.61	7.34	14.97	0	0	0	0	0	14.77	0	124.13	0	38.88	0	0	72900
1991	12	7	4.02	119	22.02	6.66	14.34	0	0	0	0	0	4.02	0	114.98	0	38.88	0	0	72900
1992	1	7	102.84	77.95	17.16	2.37	9.77	7.86	0	7.86	0	24.89	77.95	0	0	0	55.91	0	0	72900
1992	2	7	59.79	21.43	9.38	-2.75	3.32	30.81	24.04	6.77	0	38.36	0	0	0	0	108.93	0	0	72900
1992	3	7	64.14	6.59	6.04	-6.06	-0.01	50.68	0	4.83	45.85	57.55	0	0	0	0	122.39	0	0	72900
1992	4	7	51.23	10.03	6.05	-3.56	1.24	37.64	15.44	5.28	62.77	41.2	0	0.54	0	0	150.88	0	0	72900
1992	5	7	213.4	13.26	7.17	-5.64	0.77	152.26	14.45	5.7	194.88	200.14	0	42	0	33.59	150.88	2.5	2	72900
1992	6	7	105.04	23.12	7.15	-4.09	1.53	70.93	67.59	6.99	191.23	81.92	0	46.5	0	55.2	150.88	2.7	3.3	72900
1992	7	7	2.73	79.36	14.02	-0.88	6.57	0.8	177.68	14.35	0	0	79.36	45	0	55.25	150.88	2.7	3.3	72900
1992	8	7	12.99	155.8	18.18	4.24	11.21	0	0	0	0	0	124.99	0	30.81	0	38.88	0	0	72900
1992	9	7	2.48	152.1	19.25	4.77	12.01	0	0	0	0	0	2.48	0	149.62	0	38.88	0	0	72900
1992	10	7	86.31	150.6	21.53	7.14	14.34	0	0	0	0	0	86.31	0	64.29	0	38.88	0	0	72900
1992	11	7	5.32	147.5	24.44	8.53	16.48	0	0	0	0	0	5.32	0	142.18	0	38.88	0	0	72900
1992	12	7	3.43	117.6	21.22	6.88	14.05	0	0	0	0	0	3.43	0	114.17	0	38.88	0	0	72900
1993	1	7	135.02	74.19	16.11	2.19	9.15	12.71	0	12.71	0	60.83	74.19	0	0	0	87	0	0	72900
1993	2	7	0.77	17.01	8.34	-3.5	2.42	0.46	0	0.46	0	0	0	0	0	0	87.31	0	0	72900
1993	3	7	261.91	0	1.99	-10.8	-4.41	261.91	0	3.97	257.94	261.91	0	0	0	0	87.31	0	0	72900
1993	4	7	371.18	0	2.95	-8.79	-2.92	371.18	0	3.97	625.15	371.18	0	0	0	0	87.31	0	0	72900
1993	5	7	346.68	0	3.21	-8.08	-2.44	346.68	0	3.97	967.86	346.68	0	0	0	0	87.31	0	0	72900
1993	6	7	112.86	31.15	8.57	-3.75	2.41	66.42	0	8.04	1026.23	81.71	0	0	0	0	133.75	0	0	72900
1993	7	7	25.78	47.81	10.44	-3.22	3.61	12.68	265.33	10.22	763.35	0	47.81	45	0	168.49	150.88	2.7	10	72900
1993	8	7	4.32	109.77	15.49	0.81	8.15	0.79	745.81	18.34	0	0	109.77	46.5	0	593.06	150.88	2.7	35.1	72900
1993	9	7	89.66	143.9	17.94	3.81	10.88	0	0	0	0	0	143.9	0	0	0	96.64	0	0	72900
1993	10	7	0	148.7	21.92	6.19	14.06	0	0	0	0	0	57.76	0	90.94	0	38.88	0	0	72900
1993	11	7	1.1	136	22.59	6.36	14.47	0	0	0	0	0	1.1	0	134.9	0	38.88	0	0	72900
1993	12	7	0	107.7	20.58	3.52	12.05	0	0	0	0	0	0	0	107.7	0	38.88	0	0	72900
1994	1	7	22.3	59.36	14.52	0.56	7.54	4.7	0	4.7	0	0	17.6	0	41.76	0	38.88	0	0	72900
1994	2	7	88.35	15.31	8.62	-4.79	1.91	54.62	48.65	5.97	0	73.04	0	0	0	0	121.26	0	0	72900
1994	3	7	74.96	0	3.19	-8.32	-2.57	74.96	0	3.97	70.99	74.96	0	0	0	0	121.26	0	0	72900
1994	4	7	45.6	7.05	6.31	-7.05	-0.37	36.01	0	4.89	102.11	38.55	0	0	0	0	130.85	0	0	72900
1994	5	7	300.16	0.31	3.62	-9.37	-2.87	297.39	0	4.01	395.49	299.85	0	0	0	0	133.62	0	0	72900
1994	6	7	35.07	36.16	9.49	-3.53	2.98	18.94	131.64	8.7	274.08	0	0	46.5	0	84.02	150.88	2.7	5	72900
1994	7	7	86.15	53.86	10.63	-2.29	4.17	38.61	301.67	11.02	0	32.29	53.86	45	0	250.35	150.88	2.7	14.8	72900
1994	8	7	56.51	105.76	13.7	1.22	7.46	10.32	0	10.32	0	0	105.76	0	0	0	91.31	0	0	72900
1994	9	7	0	161.7	21.54	5.22	13.38	0	0	0	0	0	52.43	0	109.27	0	38.88	0	0	72900
1994	10	7	11.24	168.7	25.48	8.88	17.18	0	0	0	0	0	11.24	0	157.46	0	38.88	0	0	72900
1994	11	7	1.06	148.2	24.86	8.37	16.61	0	0	0	0	0	1.06	0	147.14	0	38.88	0	0	72900
1994	12	7	48.9	107.5	20.18	3.85	12.02	0	0	0	0	0	48.9	0	58.6	0	38.88	0	0	72900
1995	1	7	58.78	45.7	12.68	-0.96	5.86	19.22	9.27	9.95	0	13.08	45.7	0	0	0	42.01	0	0	72900
1995	2	7	165.54	0	3.27	-8.42	-2.58	165.54	0	3.97	161.57	165.54	0	0	0	0	42.01	0	0	72900
1995	3	7	86.78	0.86	3.94	-8.97	-2.52	83.82	0	4.08	241.31	85.92	0	0	0	0	44.97	0	0	72900
1995	4	7	478.94	0	2.14	-5.94	-1.9	478.94	0	3.97	716.28	478.94	0	0	0	0	44.97	0	0	72900
1995	5	7	78.88	27.02	11.11	-4.41	3.35	40.2	0	7.5	748.98	51.86	0	0	0	0	83.65	0	0	72900
1995	6	7	476.35	12.43	5.6	-5.23	0.18	383.98	0	5.59	1127.37	463.92	0	25.14	0	0	150.88	1.5	0	72900
1995	7	7	82.03	31.59	8.55	-4.75	1.9	50.88	139.65	8.1	1030.5	50.44	0	45	0	125.8	150.88	2.7	7.4	72900
1995	8	7	110.45	70.32	10.64	-0.64	5	40.54	538.63	13.17	519.24	40.13	70.32	46.5	0	491.71	150.88	2.7	29.1	72900
1995	9	7	69.09	131.22	16.9	2.92	9.91	2.87	500.96	21.14	0	0	131.22	45	0	390.97	150.88	2.7	23.1	72900
1995	10	7	16.13	156.5	22.96	7.54	15.25	0	0	0	0	0	128.13	0	28.37	0	38.88	0	0	72900
1995	11	7	1.21	143.3	24.03	7.45	15.74	0	0	0	0	0	1.21	0	142.09	0	38.88	0	0	72900
1995	12	7	0.93	114.7	21.66	5.27	13.46	0	0	0	0	0	0.93	0	113.77	0	38.88	0	0	72900
1996	1	7	0	72.74	17.69	1.4	9.54	0	0	0	0	0	0	0	72.74	0	38.88	0	0	72900
1996	2	7	1.02	36.33	13.55	-1	6.28	0.32	0	0.32	0	0	0.7	0	35.63	0	38.88	0	0	72900
1996	3	7	212.48	6.66	6.08	-6.08	0	167.4	0	4.84	162.56	205.82	0	0	0	0	83.96	0	0	72900
1996	4	7	271.43	4.01	4.96	-6.74	-0.89	237.56	0	4.49	395.63	267.42	0	0	0	0	117.83	0	0	72900
1996	5	7	451.25	8.1	5.54	-5.49	0.02	367.79	0	5.03	758.39	443.15	0	42	0	8.41	150.88	2.5	0.5	72900
1996	6	7	169.26	25.28	8.03	-4.8	1.61	109.5	71.34	7.28	789.27	143.98	0	46.5	0	84.6	150.88	2.7	5	72900
1996	7	7	180.11	60.29	11.79	-2.18	4.8	73.23	353.17	11.86	497.47	119.82	60.29	45	0	354.76	150.88	2.7	21	72900
1996	8	7	58.53	116.39	15.25	1.52	8.38	8.44	486.71	19.2	0	0	116.39	46.5	0	373.91	150.88	2.7	22.1	72900
1996	9	7	10.57	160.2	20.32	6.01	13.16	0	0	0	0	0	122.57	0	37.63	0	38.88	0	0	72900
1996	10	7	9.32	170	24.8	9.97	17.39	0	0	0	0	0	9.32	0	160.68	0	38.88	0	0	72900
1996	11	7	2.22	150.6	25.16	8.92	17.04	0	0	0	0	0	2.22	0	148.38	0	38.88	0	0	72900
1996	12	7	0.14	107.3	20.01	3.93	11.97	0	0	0	0	0	0.14	0	107.16	0	38.88	0	0	72900
1997	1	7	60.69	53.18	13.7	-0.11	6.79	15.86	4.94	10.93	0	7.51	49.76	0	3.42	0	38.88	0	0	72900
1997	2	7	261.35	13.45	7.52	-4.23	1.64	171.93	70.32	5.73	95.88	247.9	0	45	0	2.74	150.88	2.7	0.2	72900
1997	3	7	472.73	1.85	4.06	-5.07	-0.51	443.73	0	4.21	535.41	470.88	0	29	0	0	150.88	1.7	0	72900
1997	4	7	641.31	1.43	4	-6.77	-1.38	611.54	0	4.15	1142.79	639.88	0	29.77	0	0	150.88	1.8	0	72900
1997	5	7	24.11	8.66	6.3	-7.28	-0.49	19.14	0	5.1	1156.83	15.45	0	4.97	0	0	150.88	0.3	0	72900
1997	6	7	5.1	46.31	11.46	-3.1	4.18	2.31	184.65	10.03	964.46	0	46.31	46.5	0	94.63	150.88	2.7	5.6	72900
1997	7	7	5.49	52.06	10.57	-2.55	4.01	2.53	294.74	10.78	661.48	0	52.06	45	0	200.64	150.88	2.7	11.9	72900
1997	8	7	4.65	153.1	18.11	3.53	10.82	0	637.47	24.01	0	0	153.1	46.5	0	442.52	150.88	2.7	26.2	72900
1997	9	7	19.95	150.7	18.34	5.29	11.81	0	0	0	0	0	131.95	0	18.75	0	38.88	0	0	72900
1997	10	7	18.15	153.7	22.35	7.26	14.8	0	0	0	0	0	18.15	0	135.55	0	38.88	0	0	72900
1997	11	7	0.87	142.1	23.58	7.47	15.52	0	0	0	0	0	0.87	0	141.23	0	38.88	0	0	72900
1997	12	7	27.51	112.4	20.16	5.81	12.98	0	0	0	0	0	27.51	0	84.89	0	38.88	0	0	72900
1998	1	7	30.35	52.82	13.99	-0.33	6.83	8.12	0	8.12	0	0	22.23	0	30.58	0	38.88	0	0	72900
1998	2	7	106.81	15.31	7.98	-3.87	2.06	66.43	60.46	5.97	0	91.5	0	0	0	0	139.72	0	0	72900
1998	3	7	149.49	0	2.42	-8.98	-3.28	149.49	0	3.97	145.52	149.49	0	0	0	0	139.72	0	0	72900
1998	4	7	263.85	0.94	3.83	-6.88	-1.52	255.72	0	4.09	397.15	262.91	0	0	0	0	147.85	0	0	72900
1998	5	7	492.97	0	1.06	-8	-3.47	492.97	0	3.97	886.15	492.97	0	0	0	0	147.85	0	0	72900
1998	6	7	169.17	17.19	6.36	-4.82	0.77	125.89	0	6.22	1005.83	151.98	0	40.25	0	0	150.88	2.4	0	72900
1998	7	7	137.42	18.74	6.32	-4.98	0.67	103.13	49.24	6.42	1053.29	118.68	0	45	0	38.54	150.88	2.7	2.3	72900
1998	8	7	125.27	42.22	8.05	-2.2	2.93	69.66	315.1	9.49	798.36	83.05	0	46.5	0	324.2	150.88	2.7	19.2	72900
1998	9	7	125.75	118.58	14.97	2.56	8.77	9.52	788.4	19.49	0	7.17	118.58	45	0	741.04	150.88	2.7	43.8	72900
1998	10	7	1.22	160	23.56	8.03	15.79	0	0	0	0	0	113.22	0	46.78	0	38.88	0	0	72900
1998	11	7	2.05	147.9	25.04	8.09	16.56	0	0	0	0	0	2.05	0	145.85	0	38.88	0	0	72900
1998	12	7	70.96	105.6	17.92	5.36	11.64	0	0	0	0	0	70.96	0	34.64	0	38.88	0	0	72900
1999	1	7	16.4	45.22	12.39	-0.88	5.75	5.41	0	5.41	0	0	10.99	0	34.23	0	38.88	0	0	72900
1999	2	7	95.91	14.74	7.35	-3.23	2.06	61.01	55.11	5.9	0	81.17	0	0	0	0	128.89	0	0	72900
1999	3	7	84.61	1.05	3.97	-7.91	-1.97	81.26	0	4.1	77.16	83.56	0	0	0	0	132.24	0	0	72900
1999	4	7	188.77	6.99	5.67	-5.22	0.23	151.15	0	4.88	223.43	181.78	0	18.98	0	0	150.88	1.1	0	72900
1999	5	7	124.7	6.67	5.32	-6.2	-0.44	105	0	4.84	323.59	118.03	0	19.7	0	0	150.88	1.2	0	72900
1999	6	7	85.64	16.56	6.37	-5.14	0.62	64.29	0	6.13	381.74	69.08	0	21.35	0	0	150.88	1.3	0	72900
1999	7	7	97.36	21.84	7.05	-5.35	0.85	69.49	62.48	6.83	381.93	75.52	0	45	0	45.35	150.88	2.7	2.7	72900
1999	8	7	12.58	108.43	14.12	1.28	7.7	2.18	365.94	18.16	0	0	108.43	46.5	0	221.42	150.88	2.7	13.1	72900
1999	9	7	15.39	147.1	18.12	4.52	11.32	0	0	0	0	0	127.39	0	19.71	0	38.88	0	0	72900
1999	10	7	23.75	156.4	22.51	7.95	15.23	0	0	0	0	0	23.75	0	132.65	0	38.88	0	0	72900
1999	11	7	1.98	135.9	22.21	6.69	14.45	0	0	0	0	0	1.98	0	133.92	0	38.88	0	0	72900
1999	12	7	25.94	116.8	21.96	5.81	13.88	0	0	0	0	0	25.94	0	90.86	0	38.88	0	0	72900
2000	1	7	1.11	78.4	18.48	1.99	10.23	0.1	0	0.1	0	0	1.01	0	77.39	0	38.88	0	0	72900
2000	2	7	67.82	29.83	11.76	-1.81	4.97	26.54	18.67	7.87	0	37.99	29.83	0	0	0	69	0	0	72900
2000	3	7	5.65	8.61	6.81	-5.76	0.52	4.16	0	4.16	0	0	0	0	0	0	70.49	0	0	72900
2000	4	7	323.28	5	5.03	-4.92	0.06	273.57	0.68	4.62	268.27	318.28	0	0	0	0	120.88	0	0	72900
2000	5	7	416.01	4.09	4.59	-6.28	-0.85	374.29	0	4.5	638.06	411.92	0	11.72	0	0	150.88	0.7	0	72900
2000	6	7	100.54	21.06	7.31	-4.92	1.19	69.22	52.79	6.72	647.77	79.48	0	46.5	0	37.61	150.88	2.7	2.2	72900
2000	7	7	67.5	61.09	11.95	-1.55	5.2	25.25	382.2	11.96	278.86	6.41	61.09	45	0	318.36	150.88	2.7	18.8	72900
2000	8	7	49.64	129.75	16.14	2.94	9.54	2.11	260.01	20.95	0	0	129.75	46.5	0	131.3	150.88	2.7	7.8	72900
2000	9	7	19.43	160.8	21.64	7.16	14.4	0	0	0	0	0	131.43	0	29.37	0	38.88	0	0	72900
2000	10	7	2.02	156.7	23.02	6.57	14.79	0	0	0	0	0	2.02	0	154.68	0	38.88	0	0	72900
2000	11	7	13	142.3	23.77	7.87	15.82	0	0	0	0	0	13	0	129.3	0	38.88	0	0	72900
2000	12	7	13.93	107.3	19.77	3.72	11.74	0	0	0	0	0	13.93	0	93.37	0	38.88	0	0	72900
2001	1	7	160.18	53.23	12.65	0.17	6.41	42.74	31.81	10.93	0	106.95	53.23	0	0	0	134.9	0	0	72900
2001	2	7	15.06	5.96	5.47	-6.52	-0.52	12.59	0	4.75	7.84	9.1	0	0	0	0	137.37	0	0	72900
2001	3	7	16.22	10.63	7.48	-4.31	1.59	10.74	13.23	5.36	0	5.59	0	5.19	0	0	150.88	0.3	0	72900
2001	4	7	180.02	0	2.86	-9.26	-3.2	180.02	0	3.97	176.05	180.02	0	0	0	0	150.88	0	0	72900
2001	5	7	251.05	0	2.5	-8.64	-3.07	251.05	0	3.97	423.13	251.05	0	0	0	0	150.88	0	0	72900
2001	6	7	59.84	24.31	7.64	-4.13	1.75	38.79	77.53	7.15	377.25	35.53	0	46.5	0	52.08	150.88	2.7	3.1	72900
